"","id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id"
"965","1114","ICE spokeswoman Barbara Gonzalez told the AJC on Thursday that Cherokee and Roswell's applications are still under consideration. ","Threre are two law enforcment departments involved.",11,98.62,0,"","target-prior",0,5.01543333333333,28
"966","2382"," The debate concerning open versus selective admission to community college nursing programs depicts a significant ethical conflict.","There are two arguments in the debate.",13,99.97,0,"","target-prior",0,5.01543333333333,28
"967","1542","Yet we survived. Pop lived to be 88, Mom to 82.","I had two aunts on my mom's side.",3,26.21,0,"","target-prior",0,3.35113333333333,28
"968","285","This method results in a waveform with the values of the standard deviation over time and it is one of the features that constitutes the feature matrix of the NDC algorithm. ","There are two algorithms discussed in the introduction.",4,1.89,0,"","target-prior",0,3.35113333333333,28
"969","1144"," This approach is suitable if TP data are available from a random subset of lakes, and if the percentage of lakes above minimum impact levels is known; the 25th percentile is most appropriate where 75% of the lakes exceed minimal impact levels.","There are two conditions mentioned above.",4,99.69,0,"","target-prior",0,5.01543333333333,28
"970","2067"," ""It was a long time before we used the pool again...before we could even go in the yard,"" Stephen recalls.","Stephen received a pager message.",7,0.01,0,"","target-prior",0,5.01543333333333,28
"971","1134"," In addition to being successful as a lawyer and agent, my parents became judicious backers of new Broadway shows, on David Merrick's and Kermit Bloomgarden's A lists.","My parents had two kids.",15,5.95,0,"","target-prior",0,3.35113333333333,28
"972","285","This method results in a waveform with the values of the standard deviation over time and it is one of the features that constitutes the feature matrix of the NDC algorithm. ","There are two algorithms discussed in the introduction.",5,5.19,0,"","target-prior",0,3.1815,36
"973","1134"," In addition to being successful as a lawyer and agent, my parents became judicious backers of new Broadway shows, on David Merrick's and Kermit Bloomgarden's A lists.","My parents had two kids.",8,5.95,0,"","target-prior",0,3.1815,36
"974","1542","Yet we survived. Pop lived to be 88, Mom to 82.","I had two aunts on my mom's side.",11,2.12,0,"","target-prior",0,3.1815,36
"975","2399","And in the coming months I am looking forward to reaching out and working with leaders of both parties to meet the challenges we an only solve together. ","There are two parties in the senate.",11,99.88,0,"","target-prior",1,6.81806666666667,16
"976","1981","* 28;332;TOOLONG, two science historians, and two forest historians ) each recommended by independent professional associations.","There were nine people on the committee.",13,49.55,1,"no way to know who else is there","target-prior",1,6.81806666666667,16
"977","1981","* 28;332;TOOLONG, two science historians, and two forest historians ) each recommended by independent professional associations.","There were nine people on the committee.",12,95.4,0,"","target-prior",1,5.9786,18
"978","2399","And in the coming months I am looking forward to reaching out and working with leaders of both parties to meet the challenges we an only solve together. ","There are two parties in the senate.",3,96.31,0,"","target-prior",1,5.9786,18
"979","1140","VAN-SUSTEREN: In terms of Iowa, the caucus, if you have a job that doesn't let you takeoff the night of the caucus, you can't vote.","There are exactly two parties in the election.",4,19.17,0,"","target-prior",2,4.94165,31
"980","7","As far as I'm concerned, there is no past, "" Heather told the new head of the Infertility Clinic. The latest addition to the Doctors Circle complex, the clinic was in the final stages of remodeling and would open officially in April, two months from now.","Jason wasn't there before this week.",5,47.15,0,"","target-prior",2,4.94165,31
"981","279","having been in communications and been with Midway Airlines, I was considering the front desk as well- food and beverage in a management position or possibly even security. Mr. BRINKLEY:","There are two of you here today.",7,0,0,"","target-prior",2,4.94165,31
"982","1556","After her brief response, he turns away, though line 34 indicates she has not said all she needs to say. The Troubles Delwar Divined  Analyzing videotapes I made of the diviner Delwar Kari in 1996 and comparing them with those I had shot in 1992 uncovered both continuities and contrasts.","There are two sets of tapes I revisited.",8,16.25,0,"","target-prior",2,4.94165,31
"983","719","The other, initiated in Uganda, is called the Kampala Process. Diplomats from the United Nations, the US, the African Union, and other diplomats from the so-called Great Lakes region of sub-Saharan Africa have gotten involved in both talks due to the worsening humanitarian crisis this summer.","There are two talks at the summit.",13,49.25,0,"","target-prior",2,4.94165,31
"984","1126","SIETZEN: Much of the this discussion, unfortunately, was conducted in the press.","There are two sides of the conflict.",9,59.68,0,"","target-prior",2,3.72396666666667,31
"985","735","<i>(No context.)</i>","There are two measures supported by the advocacy group.",10,46.1,0,"","target-prior",2,3.72396666666667,31
"986","1982","The arterial pressure responses in this study differed somewhat from those reported by previous investigators. Whereas a marked pressor response in quads, but not in pares, had been reported in previous studies (22,36), a small increase of MAP in both groups was observed in this study.","There were two groups that we tested.",3,17.68,0,"","target-prior",2,3.72396666666667,31
"987","1135","<i>(No context.)</i>","There were two stories told that night.",4,90.24,0,"","target-prior",2,3.72396666666667,31
"988","1118"," The use of recycled wood for panel board and paper furnish is a relatively recent development in the Northwest--taking place within the past three years.","There are two types of uses of recycled wood under consideration.",4,8.07,0,"","target-prior",1,8.16925,13
"989","2359","Greed exists everywhere, Weber says, but the rational and methodical pursuit of profit is the essence of capitalism, and distinctive to it. And apart from the causal connection between capitalism and modern technology, each phenomenon, considered separately, is driven by the application of rational method to limitless purposes, whether limitless profit or limitless technical achievement.","Weber discusses two purposes.",9,69.1,0,"","target-prior",1,8.16925,13
"990","1145"," Their kids have played sports together.","There are two sides of town.",10,92.4,0,"","target-prior",1,8.16925,13
"991","1961","Soon after, Ayman al-Zawahiri, the current leader of Al Qaeda, created an offshoot and competitor of the group, called Al-Jihad. Neither group was known for compromise.","There were two organizations mentioned above.",14,100,0,"","target-prior",1,8.16925,13
"992","1542","Yet we survived. Pop lived to be 88, Mom to 82.","I had two aunts on my mom's side.",5,50.75,0,"","target-prior",0,4.33098333333333,34
"993","285","This method results in a waveform with the values of the standard deviation over time and it is one of the features that constitutes the feature matrix of the NDC algorithm. ","There are two algorithms discussed in the introduction.",9,0.12,0,"","target-prior",0,4.33098333333333,34
"994","1134"," In addition to being successful as a lawyer and agent, my parents became judicious backers of new Broadway shows, on David Merrick's and Kermit Bloomgarden's A lists.","My parents had two kids.",12,50.45,0,"","target-prior",0,4.33098333333333,34
"995","2382"," The debate concerning open versus selective admission to community college nursing programs depicts a significant ethical conflict.","There are two arguments in the debate.",5,100,0,"","target-prior",0,4.2756,34
